r_id,r_name,instructions,description,cooking_time,writer_id
220678,mr  food shortcut moussaka,"['preheat oven to 350 degrees', 'in a large skillet , saut ground beef over medium high heat for 7-8 minutes or until crumbly and only slightly pink', 'drain off any excess liquid', 'add eggplant to same skillet and saut for 5-6 minutes or until eggplant starts to soften', 'add garlic , cinnamon , 1 teaspoon of salt , and pepper', 'mix well', 'add spaghetti sauce and cook for 4-5 minutes or until hot', 'grease a 7 x 11 inch glass baking dish with cooking spray', 'place meat / eggplant mixture into baking dish , smooth the top', 'in a small bowl combine the eggs , milk , salt and mix until smooth', 'pour over the meat mixture', 'bake for 40-45 minutes or until custard is set']","this is a recipe that i have made for years and never divulged the source lol. i try to make this with well drained browned ground lamb, almost an impossibility to find where i lived in florida.  it works ok with ground turkey, too.",60,1
46541,granola crunch mix,"['preheat oven to 250 degrees', 'combine the first three ingredients together in a bowl , and let stand for 15 minutes', 'combine oats and remaining ingredients together and stir into the dried fruit mixture', 'sprinkle granola mixture over a cookie sheet , and bake at 250 degrees for about 1 hour stirring every 15 minutes , to prevent burning , until crunchy', 'cool granola to room temperature', 'store in air tight container']",,75,1
99890,custard pie  nothing fancy,"['combine eggs , sugar , nutmeg or cinnamon , vanilla , and salt', 'add scalded milk a little at a time while whisking , so as not to cook the eggs', 'when all is blended , pour into the unbaked pie shell', 'bake at 350f for 30 minutes or until a knife inserted into center comes out clean']","i was hungry for a good old fashion egg custard pie, did a search on the web and found this posted by yvonne on all recipes.com. very good. i used fresh grated nutmeg, but you can also use cinnamon. i whisked while adding the hot milk and also add 10 more minutes to the baking time. i also like my custard pie cold so i put it in the refrigerator about 45 minutes before cutting. preparation time is for filling only.",60,1
406672,roasted garlic twice baked cheesy potatoes,"['preheat oven to 400f', 'place each potato and head of garlic onto its own piece of foil , which should be large enough to fully wrap around the potato or garlic', 'prick the potatoes several times one each side with a fork', 'cut off the top of the garlic to expose the top of the cloves', 'drizzle each potato and the heads of garlic with olive oil', 'move to oven and bake for an hour', 'remove the potatoes and garlic from the oven and reduce heat to 350f', 'unwrap each potato and halve the short way', 'cut off a small bit on each of the smaller , round ends so that they will sit up straight', 'gently scoop out the potato flesh , leaving a thin edge all the way around the cup', 'avoid breaking the potato skin', 'mash the potato flesh in a medium bowl', 'add sour cream , processed cheese , and pepper , and beat until fluffy', 'stuff mixture into the cups - it will be quite full , so mound on top as needed', 'return to oven and bake for an additional 25 minutes , until heated through and cheese has melted', 'top each potato half with a remaining piece of cheese and return for an additional 5 minutes , or until the cheese on top has melted', 'garnish the potatoes with bacon and green onions before serving']","i saw the original recipe in a kraft food & family magazine.  i have used it numerous times since then, and changed it a bit to meet our tastes.  here's what we usually do.  the bacon can be easily subbed with vegetarian bacon, which i do frequently for our vegetarian guests.  this is a favorite for our game watching!",110,1
241957,new orleans rice batter cakes,"['sift dry ingredients together', 'combine all ingredients as listed and mix thoroughly', 'shape into cakes and brown in butter']","a perfect way to use up that little dab of leftover rice.  from the creole chapter of the united states regional cookbook, culinary arts institute of chicago, 1947.  smaller portions might make a good appetizer.",20,1
325028,layered mac  n cheese with ground beef,"['heat oven to 350 degrees', 'spray 2 quart casserole with cooking spray', 'cook and drain macaroni as directed on package', 'meanwhile , in 10-inch skillet , cook beef and garlic , 1 / 2 t of the salt and 1 / 4 t pepper over medium-high heat 5-7 minutes , stirring occasionally , until beef is thoroughly cooked', 'drain , if desired', 'in 2-quart saucepan , melt butter over medium heat', 'stir in flour , cook 1 minute , stirring constantly , until bubbly', 'stir in milk , cook 5-6 minutes , stirring constantly , until mixture thickens slightly', 'stir remaining 1 / 2 t salt , the nutmeg and cayenne', 'remove from heat', 'stir in cheese', 'fold in macaroni', 'spoon 1 / 3 of the macaroni mixture into casserole', 'top with half of the beef', 'layer with another 1 / 3 of the macaroni mixture , remaining beef and remaining macaroni mixture', 'top with bread crumbs', 'bake uncovered 25-30 minutes or until bread crumbs are golden brown']","you can use penne or rotini pasta in place of the elbow macaroni if you would like. also, use swiss cheese and a dash of ground nutmeg in place of the cheddar cheese to bring a whole new flavor to this dish. this recipe is from pillsbury.",60,1
367750,stacked cheese enchiladas,"['in a small frying pan , heat about 1 / 4 inch salad oil over medium heat', 'dip each tortilla into oil and fry a few seconds , until it begins to blister and becomes limp -- be careful not to fry until firm or crisp', 'add more oil as needed', 'remove with tongs and drain briefly', 'as soon as you take the tortilla out of the hot fat , dip it into the heated sauce', 'a cake pan just larger than the tortilla is ideal for holding sauce', 'lay fried and sauced tortilla in a small , shallow , ungreased baking dish', 'spoon over surface about 2 tablespoons shredded cheddar , about 2 tablespoons chopped green onion , and a little of the chile sauce', 'add remaining tortillas , preparing each layer the same way', 'pour remaining sauce over stack , and top with remaining cheese', 'bake , uncovered , in a 350 oven for 15 to 20 minutes or until hot', 'cut in wedges to serve']","enchiladas de queso, a recipe based on one from sunset's mexican cookbook. the intro states, ""tortillas layered with filling are stacked one on top of the other and cut into pie-shaped wedges to serve. it is perhaps the easiest way to make enchiladas."" mexican cooks dip their tortillas in the sauce before frying in the oil; since this causes such a big mess from the splattering, this recipe reverses that procedure. these make an enticing presentation.",40,1
381307,orange glazed rockmelon canteloupe  and berry salad,"['to make the glaze- combine the glaze ingredients in a smalle microwavable dish and heat on high for 2 -3 minutes , until syrupy', 'to use a saucepan- heat 4 to 5 minutes in a small saucepan until syrupy', 'set aside', 'for the fruit salad- use a melon baller or small dice to prepare the rockmelon', 'hull and quarter the strawberries', 'peel the kiwifruits and slice in half and then into wedges', 'mix all the fruit and berries in a bowl', 'drizzle the fruit with the glaze and toss to coat evenly', 'spoon into serving bowls']",a good dessert or breakfast served with yogurt or ice-cream. looks pretty served in melon bowls or wedges. quantitites dont really matter- just use what you have,30,1
269850,chili cheese dog pot pie,"['heat oven to 350 degrees f', 'in medium bowl , mix together baking mix and water to form a smooth dough', 'set aside', 'spread half of chili into the bottom of a 1 1 / 2-quart casserole dish', 'make a layer of the hot dogs over chili', 'cover the hot dogs with cheese , then top with remaining chili', 'on a lightly floured surface , roll out the biscuit dough to 1 / 4-inch thickness', 'lay the dough over the contents of the dish , and poke a few slits to vent steam', 'bake for 15-25 minutes or until the top crust is golden']",found this on the internet somewhere. kids  love it!,35,1
20409,easy sausage mushroom risotto,"['in saucepan , heat water to boiling', 'add salt and butter , then pinch off bite size pieces of sausage and drop into water', 'add rice and soup', 'stir for one minute', 'turn heat down to low , cover , and simmer for 18-20 minutes', 'stir occasionally', 'when finished cooking , allow to cool for five minutes then serve']","this was so good, i went off my diet for the night! very creamy texture.",25,1
265612,prawn and green onion fritters with avocado,"['combine flour , and salt and pepper in a large bowl', 'lightly whisk milk and eggs in a jug with a fork until combined', 'pour into flour mixture', 'stir gently until smooth', 'add prawns and onions to flour mixture', 'stir gently to combine', 'pour enough oil into a large non-stick frying pan to cover the base', 'heat over medium heat', 'add tablespoonfuls of prawn mixture , 6 at a time', 'cook for 3 minutes each side or until golden and cooked through', 'set aside to cool', 'repeat with remaining prawn mixture', 'combine avocado , sour cream , and salt and pepper', 'top fritters with avocado mixture', 'sprinkle with chives', 'serve']","melt in your mouth, if you're a lover of prawns and avocado this recipe will appeal to you.
beware you will need to make double the amount of fritters as everyone loves them, they will be asking for more. a recipe by janelle bloom",40,1
222608,spring minestrone,"['heat oil and cook onion till soft', 'add carrot and cook 2 more minutes', 'add stock and bring to boil', 'reduce heat and simmer for 10 minutes', 'add tortellini and simmer for 8 minutes', 'add peas and beans and simmer for 3 minutes', 'stir in pesto', 'serve with parmesan and more pesto']",this is a lovely bowl of soup for a chilly night - the recipe is from a magazine called delicious,35,1
289459,crackers  cream cheese  and pepper jelly,"['if using brick cream cheese , you can spread the pepper jelly over the entire brick and refrigerate then place on serving plate with wheat crackers', 'otherwise , just spread desired amount of cream cheese on a cracker , then top with desired amount of pepper jelly', 'enjoy ! :)']","another childhood favorite of mine for a snack or appetizer.  i remember my mom telling my grandma that we should introduce her to ""crackers, cream cheese, and pepper jelly"" and grandma said, ""who are they, your cats?"" lol.  this is always a hit.  nowadays with my ibs i'd have to substitute regular or light or fat-free cream cheese with a non-dairy version, such as tofutti better than cream cheese.  you can purchase the tub and spread the cream cheese from that, or you can buy the brick-style cream cheese (although i don't think tofutti makes a brick-style) and spread the pepper jelly on top, refrigerate, and then spread on the crackers.  i always did it from the tub.  serving size is an estimate, depends on how much of each ingredient you want to use.  cook time is chill time if you use the brick-style.  you should be able to find the pepper jelly in the regular jam/jelly section of your supermarket.",35,1
409156,rainbow toast,"['in small bowls or mugs , combine the milk and food coloring to make desired colors', 'set aside', 'for each serving , use clean paint brushes or cotton swabs to ""paint"" a design onto the bread with the colored milk', 'sprinkle with cinnamon sugar and toast in a preheated oven or toaster oven until lightly browned', 'for a no-cook version , substitute the milk with sweetened condensed milk and omit the cinnamon sugar']",this is a recipe i use in my preschool classroom-- always a big hit!  i have included a no-cook version as well.,7,1
98660,cheesy green bean supreme,"['cook green beans in small amount of water on stovetop according to directions until tender about 10-15 minutes , drain if necessary', 'melt margarine in saucepan', 'saute onion until lightly browned', 'stir in flour and salt', 'gradually stir in milk', 'cook over medium heat until thickened', 'add cheese and cook til melted', 'combine cooked green beans and cheese sauce', 'pour into 1 1 / 2 quart buttered casserole', 'mix bread crumbs and melted margarine', 'sprinkle over bean mixture', 'bake 350 for 15-10 minutes', 'serve hot']",my kids will eat anything with cheese on it and this is no exception. an easy and yummy side dish!,35,1
261493,uff da tacos,"['thaw dough', 'smear with 1 tablespoon oil', 'let rise , covered with a breathable cloth , in a warm place until double its size', 'punch dough down and cut into 4 equal portions', 'heat oil as hot as you can make it', 'pat dough into a circle about 1 / 4 inch thick', 'fry in the hot oil , turning so that both sides are nicely browned', 'drain on paper towels', 'top with taco toppings , or sprinkle with cinnamon / sugar or powdered sugar for elephant ears']","we in minnesota eat uff-da taco's at every state fair. they are so good!
try making extra fry bread, then sprinkle it with cinnamon/sugar or powdered sugar and dip it in honey for the sweet desert that we minnesotans call ""elephant ears"". a norwegian treat!",15,1
137725,healthy no bake cookies,"['heat milk , sugar and cocoa powder over high heat until boiling , stirring constantly', 'take off heat and stir in vanilla and peanut butter', 'stir until peanut butter has melted completely', 'stir in wheat germ and oatmeal', 'drop by large spoonfuls onto wax paper or eat immediately', 'as i', ""if you don't have wheat germ or flax seed , just use more oatmeal"", 'the recipe above should work out just perfectly and does most of the time , but if your cookies come out crumbly , use less oatmeal next time', 'if they never set , use more oatmeal next time']","i played around with my family's no bake cookie recipe and produced a single portion of this cookie that i feel is healthy enough to eat as a meal.  they’re still very good but are much healthier. i keep getting asked for the recipe, so i finally decided to measure out the exact portions and post the recipe. this recipe is very flexible! when i make them i never measure out anything and i often add more or less of ingredients and they still taste great.  i sometimes leave out the wheat germ and flax seeds and just add more oatmeal.  i have made these replacing the sugar with about 3 tablespoons of honey.  i have changed the recipe from 1 tsp. to 1 tbsp. of cocoa powder.",8,1
407051,mama delilah s pasta primavera,"['add 2 tablespoons of olive oil and half the garlic to saut pan , and saut carrots and celery until carrots start to soften , about 5-7 minutes', 'remove carrots and celery , and place in large stock pot', 'add 2 tablespoons of olive oil and half the garlic to the saut pan , and saut bell peppers , jalapenos , zucchini , and onion , about 5-7 minutes', 'remove and add to stock pot', 'add tomato , onion and garlic sauce , petite diced tomatoes and crushed tomatoes to pot', 'cook on medium until sauce becomes hot', 'then , reduce heat to low , and simmer for 45 minutes , or until vegetables reach desired consistency', 'while sauce is simmering , prepare fettuccini according to package directions , then strain and return to pot', 'drizzle 1 / 4 cup olive oil over fettuccini , while mixing it into the fettuccini using pasta fork', 'continue to mix noodles while seasoning with garlic salt', 'serve primavera sauce over fettuccini , either family style or on individual plates', 'garnish with freshly grated parmesan , chopped basil , parsley , and optional red pepper flakes']","hearty and zesty, this is my favorite pasta to make. it's a little bit of work, but comes out as stunning visually as it tastes. definitely worth the effort. enjoy!!!",90,1
36474,perfect blackberry pie,"['adjust oven rack to lowest position and place four 9-inch unglazed quarry tiles on rack to form an 18-inch square', 'preheat oven to 400 degrees and let tiles heat for at least 30 minutes', 'pure 1 cup of the blackberries in a food processor fitted with the metal blade', 'set aside', 'stirring constantly with a rubber spatula , bring the sugar , salt , starch and blackberry pure to the consistency of thick jam over medium-low heat in a large saucepan', 'stir in lemon zest', 'pour thickener over remaining blackberries and stir to combine', 'pour blackberry filling into bottom pie shell and dot with the 1 tb', 'butter', 'cover with top layer of pastry dough', 'set an 18-inch square of heavy-duty foil on tiles or pizza stone', 'set pie on foil and bake for 20 minutes', 'remove pie from oven , brush with beaten egg white , sprinkle with 1 1 / 2 tbs', 'sugar', 'bake until golden brown , about 20 minutes longer', 'bring foil around pie to loosely cover', 'bake until filling bubbles , 15-20 minutes longer', 'cool on a wire rack , 2-3 hours']",,100,1
113299,peanut butter cup cookies  tarts,"['cream peanut butter , butter , sugar and brown sugar until fluffy', ""add egg , vanilla , flour , baking soda and salt' mix well"", 'roll into 1-inch balls and place in miniature muffin tins or in mini cupcake wrappers)', 'bake 8-10 minutes at 375f', 'when tins are removed from oven , immediately press 1 peanut butter cup into the center of the cookie', 'allow to cool completely before removing cookies from the tin']","i first saw these at a bake sale and was so impressed. you bake a ball of dough in a mini-muffin tin, bake, and press a reese's peanut butter cup into it after you take it out of oven. you are left with a picture-perfect tart, receiving ""oohs and aahs"" and ""how did you do it?"" you could even use the refrigerated sugar/peanut butter cookie dough too.",25,1
61344,recycled salad,"['mix everything together and serve !', 'or , chill in the frig for 30 minutes or more to let the flavors blend']","from the hot & spicy & meatless cookbook with a few changes. it's called 'recycled' because there always seems to be leftover peppers and scallions in the frig, and this is a good way to use them up. if you don't like things too spicy feel free to omit the chilies, or at least seed them first. if you love spicy (like me) add a little extra.",15,1
263468,ebelskiver    spiced apple filled pancakes,"['to make the filling:', 'in a fry pan over medium heat , cook the butter , brown sugar , apples , ginger , cloves , nutmeg , cinnamon and lemon juice , stirring frequently , for about 20 minutes', 'drain off any liquid', 'set aside', 'to make the maple whipped cream:', 'in the bowl of an electric mixer fitted with the whisk attachment , beat together the heavy cream , maple syrup and salt until soft peaks form', 'cover and refrigerate until ready to use', 'to make the filled-pancake batter:', 'in a bowl , whisk together the flour , baking soda , baking powder , granulated sugar and salt', 'in another bowl , lightly whisk the egg yolks , then whisk in the buttermilk and sour cream', 'whisk the egg yolk mixture into the flour mixture until well combined', 'the batter will be lumpy', 'set aside', 'in the bowl of an electric mixer fitted with the whisk attachment , beat the egg whites on high speed until stiff but not dry peaks form , 2 to 3 minutes', 'using a rubber spatula , gently stir the whites into the batter in two additions', 'brush the wells of a filled-pancake pan with melted butter', 'heat over medium heat until the butter bubbles', 'pour 1 tbs', 'batter into each well and cook for 2 minutes', 'spoon 1 / 2 teaspoons apple filling into the center of each pancake and top with 1 tbs', 'batter', 'cook until the bottoms are golden brown and crispy , about 2 minutes more', 'using 2 skewers or toothpicks , flip the pancakes over and cook until golden and crispy , about 3 minutes more', 'transfer the pancakes to a plate', 'repeat with the remaining batter', 'in a small bowl , combine the confectioners sugar and cinnamon and sprinkle on the pancakes', 'serve with the maple whipped cream']","with a spoonful of spiced apple filling tucked inside and accompanied by maple whipped cream, these pancakes make a special treat for an autumn brunch.",45,1
110822,spicy scallop pasta,"['while pasta is cooking , prepare scallops', 'if they are large cut in half horizontally', 'pour oil in a large sauce pan and place over medium heat', 'add garlic cook until golden 1-2 minutes', 'careful not to burn', 'add parsley and red pepper flakes', 'stir once or twice', 'add scallops with a pinch or 2 of salt', 'increase the heat to high , and cook for 1 minute', 'turn off the heat', 'in a large bowl add cooked pasta and toss the scallops', 'top with bread crumbs', 'serve immediately', 'serve with a crusty bread and a nice green salad']",i love scallops and came up with a few different recipes by playing around. i always get rave reviews.,15,1
139555,italian subs  hoagies or submarine sandwiches,"['toast open sub rolls under the broiler until lightly browned', 'top each roll with 1 slice ham , 1 slice turkey , 4 slices hard salami , 6 slices pepperoni and 1-2 slices provolone cheese', 'place back under the broiler and heat until the cheese it brown and bubbly', 'remove from oven and top with italian dressing or mayo', 'serve with chips and carrot sticks']","quick and easy, but oh so good! a family favorite. i prefer homemade italian dressing (my variation of recipe #20158, see my review there) but others in the family prefer store bought.",18,1
46485,mushrooms with chipotle chiles,"['soak the dried chillies in a bowl of hot water for about 10 minutes until they are softened', 'drain , cut off stalks , then slit the chillies and scrape out the seeds', 'chop the flesh finely', 'trim the mushrooms , then clean them with a damp cloth or kitchen paper', 'if they are large , cut them in half', 'heat the oil in a large frying pan', 'add the onion , garlic , chillies and mushrooms and stir until evenly coated in the oil', 'fry for 6 to 8 minutes , stirring occasionally , until the onion and mushrooms are tender', 'season to taste and spoon into a serving dish', 'chop some of the coriander , leaving some whole leaves and use to garnish', 'serve hot']","simple smoky tasting mushrooms,mmmmmmmmmm!!! sooo goood!! from mexican, a healthy way with a favourite cusine.",25,1
18855,lemon ginger tea cookies,"['preheat oven to 375f', 'in a mixing bowl , beat the butter or margarine with an electric mixer on medium high speed for 30 seconds add the sugar , lemon zest , ginger , and cloves', 'beat until combined', 'beat in the egg and lemon juice until combined', 'beat in as much of the flour as you can with the mixer', 'stir in any remaining flour with a wooden spoon', 'pack the dough with a cookie press fitted with the desired plate', 'force the dough through the press onto ungreased cookie sheets , spacing the cookies about 1"" apart', 'bake for 8-10 minutes , or until the edges are set and beginning to brown', 'remove the cookies with a spatula and transfer to a wire rack to cool']","i'm posting this in response to a request. it is from ""the cookie book.""",60,1
387561,red wine cake,"['preheat oven to 350 degrees', 'place all ingredients in a food processor and process until smooth', ""pour into a well greased 10 1 / 4 '' spring form pan and bake 1 hour"", 'gently cut around the rim to prevent the cake from sticking to the rim , then let cool completely before removing the ring', 'serve with whipped cream or whatever topping or frosting you like']","i made this when fil discovered some of his bordeaux bottles were slightly over... found it in an old thermomix cookbook. a simple recipe, but very tasty.",70,1
317646,double layer coffee almond fudge,"['place first 5 ingredients in container and microwave on high for 1 minute , stir till smooth , it may need a further 30 seconds', 'stir in chopped almonds and vanilla and pour into a foil lined 5 x 8 inch rectangular pan , place in fridge to set whilst you prepare the top layer', 'place white chocolate and second lot of condensed milk in micro container and micro for 30 seconds , stir and remicro for a further 15 seconds if needed till smooth', 'add flaked almonds and stir , then pour over top of dark chocolate fudge layer patting down till smooth', 'place in fridge to set']","a delicious two layer fudge with almonds and a touch of coffee, this fudge is quite rich and i normally make it in a small batch but you could easily double it and use a larger pan. it uses both dark and white chocolate and keeps well in the fridge for a couple of weeks. a nice fudge for a special occasion. i normally serve this fudge cut into small rectangular pieces.",32,1
305114,greek eggplant and walnut pie,"['sprinkle eggplant with salt and drain in a colander 30 minutes', 'pat dry', 'heat 2 tablespoons oil in a large nonstick skillet over medium-high heat until hot', 'fry eggplant in batches , adding about oil , if needed and turning once , until tender and golden brown , 5 -7 minutes', 'drain on paper towels and cool to room temperature', 'wipe skillet clean', 'preheat oven to 375 with rack in middle level', 'halve leek / green onion lengthwise and thinly slice', 'cook leek in 1 tablespoons oil in skillet over medium heat until golden , 5-7 minutes', 'add garlic to release fragrance', 'saut about 2 minutes', 'transfer to a bowl', 'chop eggplant', 'add leek-garlic mixture with egg , cheeses , nuts , oregano , cumin , and salt and pepper to taste', 'place one crust pie shell in 8or 9"" pie plate', 'reserve remaining for top', 'brush lightly with oil', 'spread filling evenly in shell', 'cover with remaining pie crust and brush with a little olive oil', 'cut several slits in top and bake until golden brown , 45-50 minutes', 'let stand 10 minutes before slicing into wedges']","a leetle taste of greece right at home. adapted from gourmet. add some cooked spicy sausage for a complete meal, if desired.",60,1
307990,mediterranean cucumber cups,"['in a large mixing bowl , mix together the onion , pepper , tomatoes , olives , oregano , feta , parsley , lemon juice and zest , and olive oil', 'season with salt and pepper , and reserve', 'peel the cucumbers partially , so it has 4 stripes of skin going down the entire length of the cucumber', 'trim the ends of the cucumbers and cut each cucumber into slices 3 / 4 of an inch thick -- you should have about 20 pieces', 'scoop out the center of each slice with a melon baler , leaving a shell of flesh', 'scoop about 1 to 2 tablespoons of the mediterranean salad into the cucumber cups and enjoy your refreshing bite-size snack !']",it's a greek salad in a bite-sized snack. recipe is from rachael ray.,30,1
122073,strawberry  crepes,"['filling:', 'hull , rinse and slice strawberries into a bowl', 'add brown sugar and toss until well coated', 'set aside', 'in a separate bowl whip whipping cream and refrigerate', 'crepes:', 'in a medium bowl whisk all ingredients together until there are no more lumps', 'over medium heat , heat crepe pan or non-stick frying pan', 'when heated remove from heat and spray with cooking oil', 'pour a 1 / 3 cup of the batter in the pan', 'quickly lift pan and tilt and turn until batter evenly covers the bottom', 'cook over medium heat for 30 - 45 seconds until the edges are dry enough to get a spatula under to flip', 'cook for another 30 seconds on the other side', 'should not be totally browned', 'remove from pan onto a plate', 'spray pan with cooking spray and repeat for the rest of the batter', 'stack crepes with wax paper between so they can be easily separated', 'crepes can be made ahead of time', 'can also be frozen wrap first in wax paper then put into plastic bag and then foil', 'they stay moist if this is done when still slightly warm', 'assembly:', 'down the middle 1 / 3 of the crepe spread one or 2 heaping spoons of whipped cream', 'on top of the whipped cream spoon some of the berry sugar mixture', 'fold one side of the crepe over the mixture and then the other side over first side', 'top with a spoon of berry sugar mixture , whipped cream', 'drizzle chocolate syrup or sprinkle shaved chocolate and sliced almond optional', 'enjoy']","this is elegant, light and very tasty.  most of all quick and easy to make. great for breakfast or dessert. i brought it  in separate containers to a book club potluck tea. everyone assembled their own and loved it.",30,1
186379,good  n plenty pennsylvania dutch shoo fly pie,"['preheat oven to 350f', 'liquid:', 'dissolve baking soda in water', 'stir in molasses and one beaten egg', 'crumbs:', 'mix flour , shortening , brown sugar , salt and cinnamon', 'form the mixture into crumbs', 'pour the liquid mixture in an unbaked pie shell , then add the crumbs to the top and bake for 30 minutes']","truly one of my favorite desserts ever!
this recipe comes from the amazing good 'n plenty family restaurant in the heart of lancaster county, pa.
bar none, my favorite restaurant anywhere. (and i get around!)

try this, and prepare to be amazed by the delicious, gooey/crumbly, sweet richness!

one of the characteristics of a traditional shoo-fly pie is a crumbly, messy, almost floury crust on top...i understand that all tastes are different, and for that, i'm sorry you and dh didn't like it, sistah. :(",40,1
124482,ultimate caramel nut brownie,"['heat oven to 350', 'grease foil-lined 13 x 9 baking pan', 'microwave chocolate squares and butter in microwavable bowl on high for 2 minutes or until butter is melted', 'stir until chocolate is completely melted', 'stir sugar into chocolate until well blended', 'mix in eggs', 'stir in flour', 'spread 1 / 2 of the batter in baking pan', 'bake 25 minutes or until batter is firm to the touch', 'meanwhile , microwave caramels and cream in a microwavable bowl on high for 3 minutes or until caramels begin to melt', 'whisk until smooth', 'stir in 1 cup of pecans', 'gently spread caramel mix over brownie batter in pan', 'sprinkle chocolate chips , if desired', 'pour remaining unbaked brownie batter evenly over caramel mix , sprinkle with remaining nuts', 'bake an additional 30 minutes', 'cool in pan', 'run knife around edge of pan to loosen brownies from the sides', 'lift from pan using foil as handles', 'cut into 24 fudgy brownies']","these are yummy, but only if you like brownies with nuts and caramel!!  i make these and they dissappear quickly!!  :)",75,1
66044,herbed focaccia stuffed with tomato and provolone cheese,"['oil lightly a well-seasoned 12 inch cast-iron skillet with vegetable oil and sprinkle bottom with cornmeal', 'in a large bowl , proof yeast in cup lukewarm water and tsp sugar for 15 minutes , or until foamy', 'add 2 cups of flour , salt , herbs , cup olive oil and 1 cups lukewarm water and stir until combined well', 'stir in 4 cups flour and gather dough into a ball', 'knead dough on a floured surface , adding more of remaining flour if necessary , for 15-20 minutes , or until smooth and elastic and no longer sticky', 'form into a ball , put in an oiled bowl and turn to coat', 'let dough rise , covered tightly with plastic wrap , in a warm place , for 45 minutes , or until doubled in bulk', 'punch dough down', 'knead lightly and halve', 'in skillet , flatten and stretch half the dough to cover bottom completely', 'with finger', 'brush with 1 tblsp oil and sprinkle with sea salt', 'arrange of the provolone , overlapping and leaving a inch border', 'layer s of plum tomatoes and top with remaining provolone', 'on a flat surface , flatten and stretch remaining dough to fit skillet', 'lay over filling and press edges together firmly to enclose filling', 'make dimples in the dough in the same manner as before , brush with 2 tblsps oil , and sprinkle with more coarse salt', 'arrange remaining plum tomatoes and cherry tomatoes decoratively on dough', 'brush with 1 tblsp oil', 'let dough rise , covered with dampened kitchen towel , in a warm place , for 30 minutes', 'bake in upper third of a preheated 400f oven for 50 minutes to 1 hour , or until golden-brown around edge , and let cool in skillet for 5 minutes', 'serve hot or at room temperature']",i love focaccia and this one is delicious. the 1 1/2 hours prep time includes 2 risings.,150,1
73637,honey ginger glazed ham,"['preheat oven to 325', 'remove ham from refrigerator 1 hour before cooking to bring to room temperature', 'put ham in a roasting pan and place on a rack', 'using a knife , score fat on top in a diamond pattern', 'mix remaining ingredients in a bowl', 'brush about 3 / 4 of honey mixture on ham with a pastry brush', 'bake 2 hours , basting with remaining mixture and pan drippings every 45 minutes', 'remove from oven and serve warm or at room temperature']",,130,1
71312,taco pizza with cornbread crust,"['mix corn muffin mix as directed on package', 'spread batter into a sprayed 12-inch pizza pan', 'bake at 400f for 8 to 10 minutes or until lightly browned', 'brown meat and drain', 'add seasoning package , water , and chilies', 'simmer until water is absorbed', 'sprinkle one cup of cheese over crust', 'top with meat mixture', 'sprinkle with crushed red peppers and oregano', 'top with remaining cheese', 'bake until cheese is melted', 'if desired you can also serve with lettuce , sour cream , and diced tomatoes']","my son and i started to ""mess around"" in the kitchen and we came up with this. (no more taco bell).  cook time includes browning of ground beef.",20,1
203599,feta and tomato spread dip,"['break the feta into small chunks , add the olive oil , tomato paste and garlic and using a stick blender or a fork mix everything until you get a paste', 'now add the herbs and the tomato cubes and stir with a spoon until well mixed , but without breaking up the tomato cubes too much']","i found this recipe posted on chefkoch.de, a german cooking website, and have changed it to my liking. i made it for a new year's eve party and it was a great hit.",10,1
42336,orange fruity tuty delight,"['blend a few seconds then', 'add 6 full icecubes', 'and crush / mix together', 'mix together', 'then add 6 full icecubes the blend / crush']",a ice cold fruity drink that meets your taste buds. when your feeling hot try this fruity drink to cool you right to the bone.(very refreshing!),8,1
291998,vegan fruit pancakes waffles,"['mix together the bisquick or flour with the soy milk , sugar and apple cider vinegar with a minxer on medium', 'then ad your fruit']",yummy fruity pancakes or waffles how ever you cook them for vegans.,15,1
520443,orange jelly   jackie french,"['strain orange juice to remove all flesh & pith as these will make end result bitter', 'sprinkle the sugar with a few drops of apple juice and boil for 5 minutes', 'add other ingredients and boil until a little sets in cold water or the mixture coats a spoon', ""strain again for a clear jelly although this isn't necessary"", 'eat like a jam , on bread , toast etc']","from ""backyard self sufficiency"" by jackie french, can't wait to try this!",95,1
71765,white hot chocolate,"['in a saucepan combine 1 / 4 cup of the half-and-half , white chocolate , stick cinnamon , and nutmeg', 'stir over low heat heat until chocolate is melted', 'add remaining half-and-half', 'cook and stir until heated through', 'remove from heat', 'remove stick cinnamon', 'stir in vanilla and almond extract', 'sprinkle each serving with ground cinnamon']",,20,1
188136,healthy chocolate chip oatmeal cookies,"['pre-heat oven to 300f', 'in a mixing bowl , add the first 6 ingredients', 'mix with a wooden spoon or hands', 'in a separate mixing bowl , cream butter with electric mixer', 'add sugar & mix until well combined', 'to this mixture , add eggs , one at a time , then vanilla', 'add the flour mixture , a bit at a time , to the rest & continue to mix till smooth on a lower speed', ""you'll have to mix the bit at the end by hand"", 'add chocolate , raisins , nuts , etc', 'with your hands , grab a well rounded teaspoonful of the cookie dough , roll & slightly flatten', 'place on cookie sheet', 'cookies should be 3 inches apart', 'bake for 18 - 22 minutes', 'enjoy !']","this is a modification on mrs. field's ""monster chunk cookies"".  i like to make healthy food, so tweaking things here & there helps a lot!  i omitted all-purpose flour for whole wheat, and cut down on the sugar.",30,1
