r_id,r_name,instructions,description,cooking_time,writer_id
340443,easy   delicious orange slice cookies,"['preheat oven to 350', 'stir all ingredients together until well-blended', 'drop by tablespoon onto ungreased baking sheets', 'bake for 8-10 minutes or until edges begin to brown', 'remove from oven and transfer to wire racks to cool', 'enjoy ! :)']","this is a customer-submitted recipe from our local energy co-op publication. this simplified version of the ever-popular orange slice cookie has only 5 ingredients and tastes wonderful! kid-friendly preparation, too!",18,1
96221,tomato salad with chocolate dressing,"['chop tomatoes into 1 / 4 inch chunks and drain any excess liquid', 'add basil to tomatoes', 'in small bowl , combine olive oil , garlic powder , and poppyseeds', 'hard boil the eggs and chop into 1 / 2 inch chunks', 'toss tomatoes , basil , oil with spices , and eggs together', 'beat cream on high till it is thoroughly whipped', 'beat in sugar , cocoa powder , and cinnamon', 'pour cream over salad and mix gently', 'you may not need to add all the cream--just until it reaches a consistency that you like', 'chill and serve', 'may garnish with sprinkles of cocoa powder and cinnamon']",this unusual salad was created after i read a recipe for a chocolate cake that included tomatoes--believe it or not!!,30,1
206653,oat bran hot cereal,"['combine water , salt and oat bran in a saucepan', 'stir well', 'bring to a boil', 'reduce heat and cook 3 to 5 minutes , stirring frequently']",basic oat bran cereal recipe.,5,1
283556,a homemade   sundae,"['in tall sundae glass start with a drizzle of chocolate syrup', 'place 1 scoop vanilla ice cream and drizzle liberally with chocolate syrup', 'place 1 scoop chocolate ice cream next and add generous scoop of marshmallow creme', 'sprinkle with 1-2 tablespoons finely chopped assorted nuts', 'garnish with canned whipped cream around the edge only', 'for best results , gently warm the chocolate syrup and marshmallow creme before placing in sundae']","growing up in kearney, missouri in the '60s & '70s the only place in town that had a true soda fountain was matthew's drug store.  on very special occasions we were allowed to order a homemade.  gently warm the toppings for the best results.",6,1
427792,broccoli and green bean polka,"['fill a large bowl half full with cold water and drop in a few handfuls of ice cubes , set aside', 'plunge the broccoli florets into a large pan of salted boiling water , bring the water back to the boil , and simmer for 1 minute', 'drain and refresh in the iced water', 'repeat with the beans , then drain both vegetables and dry them on a cloth', 'put the oil in a wok or large , non-stick frying pan and set over a high heat', 'when you can just see a haze rising add the cashews and toss until browned', 'add the broccoli and saute for 2 minutes before tossing in the beans', 'saute for another 2 minutes', 'remove from the heat and toss in the almonds', 'sprinkle with sea salt , drizzle with olive oil , and serve']",adding crunchy cashews and fresh almonds to broccoli and beans is a really great way of serving these two simple green vegetables. it makes you want to eat them for ever.,24,1
32690,honey crunchies,"['combine flours , baking soda and baking powder', 'mix well', 'cream margarine , brown sugar , honey , egg and yogurt together thoroughly', 'add dry ingredients to creamed mixture , mixing well', 'stir in cereals and coconut', 'drop dough by tablespoonfuls onto ungreased baking sheets', 'press lightly with floured fork', 'bake at 350f for 7-9 minutes , or until light golden', ""don't overbake"", 'cool on baking sheets 3 minutes , then remove and cool completely on wire racks']",,25,1
372146,philly steak pockets,"['heat oven to 375f', 'unroll dough into 4 rectangles', 'spread each one with mustard', 'top with slice roast beef ,', 'top with 1 slice cheese and one quarter of chilies', 'beginning at short ends roll up', 'pinch seams closed', 'place seam side down onto baking sheet', 'bake for 15-20 minutes or until golden and crisp']","very simple and cheap, i made these for my ex-husband and the guys he works with.  tthey really enjoyed them. very easy to double also.",25,1
105281,creamed spinach  like boston market,"['in a saucepan over medium low heat , melt 3 tbls butter', 'stir flour and salt into pan until creamed together', 'slowly stir in cream , then stir in cream cheese , increase heat to medium', 'constantly whisk until mixture becomes thick and smooth , remove from heat and set aside', 'in a saucepan over medium-high heat , saute onions and garlic in remaining butter until transparent', 'add spinach and water to pan , reduce heat to low , cover', 'cook , stirring occasionally for 8 minutes', 'stir prepared sauce and parmesan cheese into pan , stir until completely blended']","this is by far the best creamed spinach recipe that i have ever tasted! my mother got married in early nov and my brother (a chef) served bar-b-qued filet mignon, oven roasted red potatoes, this creamed spinach, salad and garlicy cheesy bread - talk about heaven!! the creamed spinach stole the show and 1/2 the guests left with the recipe! he found the recipe on the internet, it is a copy cat recipe of boston market's creamed spinach. (i think it's better).",35,1
354422,stuffed turkey breast  martha stewart,"['heat oven to 400 degrees', 'butterfly turkey: use a slicing knife and your fingers to gently remove skin from breast , reserving skin', 'be careful not to tear the skin', 'turn the breast over , and lay it flat on the cutting board', 'holding the blade of the knife parallel to the board , about halfway down , slice into the thickest portion of the breast', 'cut along the length of the breast , but not all the way through', 'unfold so the turkey opens like a book', 'remove the tough piece of cartilage', 'cover with a piece of plastic wrap and pound with a meat mallet until the turkey is of uniform thickness', 'season with salt and pepper', 'stuff turkey: spread stuffing evenly over turkey , leaving a 1-inch border', 'the amount of stuffing you use will depend on the size of the turkey breast', 'starting with one short end , roll into a log , completely enclosing the stuffing , and wrap the reserved skin around the breast , over the seam', 'season all over with salt and pepper', 'roll in a piece of cheesecloth , and secure both ends with kitchen twine', 'tie twine around the roast in four evenly spaced intervals', 'rub butter evenly all over cloth', 'roast: roast on a rimmed baking sheet until an instant-read thermometer inserted in the middle registers 155 degrees , 40 to 50 minutes', 'let rest for 10 minutes', 'slice and serve: remove cheesecloth and twine , then place turkey on a cutting board and slice crosswise about 3 / 4 inch thick']","this wonderful recipe is from ""martha stewart's cooking school"" and is delicious any time of the year!  it is a bit tedious to assemble, but well worth it!  it is very moist and each slice is swirled with stuffing.  it makes a beautiful presentation!   i first made it for thanksgiving when i was also serving pork loin and did not want to make a whole turkey.  it was a huge hit!  i make it with america's test kitchen's classic bread stuffing with sage and thyme (recipe # 354309), but you can use your favorite stuffing recipe.  a moist stuffing works best!  to save time, ask your butcher to bone and butterfly the turkey breast.  make-ahead tip: this can be assembled (through step 2) and refrigerated up to 24 hrs before roasting.",120,1
160751,orange truffles,"['mix the cream , corn syrup and butter together in a saucepan', 'place over medium heat and bring to a full boil', 'turn off heat', 'add 8 oz', 's of the chopped chocolate , just swirl it and allow to stand for around 5 minutes , do not stir but allow it to settle', 'after 5 minutes , add the orange peel and slowly combine with a whisk', 'put the mixture in a bowl and refrigerate for 45 minutes , stirring every 15 minutes', 'in the meantime , line your baking sheets with wax paper', 'after 45 minutes , the mixture will start to thicken quickly , keep refrigerated another 15 minutes , stirring every 5 minutes', 'use a scoop or a spoon , i find a spoon works better , form the mixture into 1-inch balls and place on the prepared sheets', 'chill until firm , about 10-15 minutes', 'while the balls are chilling , melt the remaining 6 ounces of chocolate', 'after it is completely melted , allow to cool slightly before continuing', 'please sift the confectioners sugar into a small bowl to remove any lumps', 'remove the balls from the refrigerator', 'using one hand , dip the balls into the melted chocolate', 'roll it around in your hand , allow any excess to drip back into the bowl that will drip inches place the truffle in the sugar and roll around until covered -- if using nuts please make sure they stick as well as possible', 'take it out and place on the baking sheet', 'repeat with the remaining truffles', 'place back in the refrigerator for 10 or 15 minutes to set']","i like this because they melt in your mouth, it is a slight orange taste with a wonderful choclate accompaniment. i have always found truffles messy working with if not careful and can be annoying but for what it is worth on an end result it is worth every second. also remember that icings can be changed to fit your liking, even rolled in chopped nuts or just plain confectioners sugar is wonderful, so try it out and experiment... even with flavor, this is my favorite as it is the easiest i have ever used out of many, this one i use around christmas for gift baskets as it has a holiday taste, i hope you enjoy it as much as we have! :-) also please note if you have never made truffles please remember that when rolling your balls out that they will melt quickly once they start warming so it is very important to take a minute to wash and recool and start again.",75,1
51096,whole wheat gingerbread cake,"['cream butter , gradually add brown sugar and beat until fluffy', 'add egg and beat well', 'mix in molasses', 'mix dry ingredients together , add gradually to mixture', 'add boiling water and stir until batter is smooth , mixture will be thin', 'pour into greased and floured 8"" square baking pan', 'bake at 350 degrees for 40-45 minutes , until edges are starting to pull away from pan and toothpick inserted in center of cake comes out clean']","this is a wonderful dark moist gingerbread, adapted from recipes from the old mill, by myers/lind, a cookbook for baking with whole grains.",65,1
501762,last minute broiled  you invited who over bbq hot wings,"['place wings in large pot in one layer so that wings are just touching', 'pour in beer and enough water to cover the wings', 'bring to a boil', 'reduce heat to medium-high', 'let cook so that there is no visible pink , turning frequently , about 20 minutes', 'transfer wings to plate , cover , and set aside', 'pre-heat broiler on high', 'in a container with lid , combine bbq and wing sauce', 'lightly brush wings with 1 / 4 cup of sauce', 'broil on high for 8 minutes , turning half way through', 'place wings in lidded container with remaining sauce shake to coat thoroughly', 'serve hot with your choice of garnish', 'ms ines recommends pineapple slices and plantain chips', 'also , you can boil the wings ahead of time and keep refrigerated or frozen and begin at step 5 with thawed wings for spur of the moment entertaining']","it's 3 pm on super bowl sunday, and some of us have done nothing to prepare. it happens to everyone; at some point in your life, you will have unexpected guests for some sporting event. whip up some last-minute chicken wings, for those inevitable times where you end up screaming “you invited who over for the game?!""quick and easy can be prepared ahead of time and finished off when your guests arrive.",38,1
346165,best salsa,"['dice the tomatoes and take the seeds out', 'cut the green onion into small rings', 'dice the red pepper about the same size as the tomatoes', 'in a bowl mix all of the ingredients and salt and pepper to taste', 'enjoy !']","i absolutely love salsa!  the chunkier, the better in my opinion.  my dh doesn't like it too chunky though, so i put some in a blender for him.  if you like it spicy, then add a cut up jalapeno to your desired ""heat"" level.  i leave it out and just eat this stuff by the spoonful.",10,1
201072,gluten free rice flour baking mix,"['sift flours together , and store in an airtight container in the refrigerator', 'use to replace gluten-containing flours in most recipes', ""if you're using it to make cakes , add 1 teaspoons xanthan or guar gum per cup of flour mix"", 'for breads or pizza , add 2 teaspoons xanthan or guar gum per cup of flour', 'for cookies , latkes and other recipes , use no xanthan or guar gum or just add 1 teaspoons per cup of flour mix']","this is a mix i use in many of my baked goods, including my donut and latke recipes.",5,1
236836,stephenson s apple fritters,"['place entire orange in blender and chop finely', 'set aside', 'in a mixing bowl , combine milk , melted butter and egg , mixing slightly', 'add apples , orange and vanilla', 'sift together flour , salt , baking powder and sugar', 'stir dry ingredients into milk mixture with a spoon until blended', 'do not over mix !', 'preheat oil in fryer to 350 degrees', 'drop batter off end of teaspoon into hot oil', 'turn once for even browning', 'cool slightly and roll in powdered sugar']","a kansas city restaurant called stephenson's apple farm is known for these. this recipe is a clipping i had from a newspaper from who knows when.  could be their actual recipe or a very good copycat ! 
custom yield is 1 batch. please make any size your family prefers.",30,1
276518,purple pomegranate smoothie,"['whirl together all ingredients in blender', 'enjoy ! :)']",i found this on the cbc website and thought it sounded great and healthy too..will have to try it out for breakfast one day!,7,1
292495,not just your average onion dip,"['put cream cheese in bowl and whip till smooth and creamy', 'add sour cream , mayo and ketchup', 'again whipping until smooth and creamy', 'add worcestershire , horseradish , hot sauce , paprika , and garlic powder', 'mix well', 'grate the onion very finely , like a paste consistency and save all the juice', 'grate the whole onion', 'add everything to the mix and scrape all the onion juice in , too', 'mix well', 'cover and let chill in the refrigerator for at least 1 hour , which will let the flavors blend together', 'enjoy !']","this is not a french onion dip.  this is so creamy and has a very intense onion flavor. awesome dip for any kind of chips, pretzels or raw veggies. you can put it as a condiment on burgers and subs.  you can use it as a steamed shrimp dip. you can use it on a cold veggie pizza as the ""sauce""! i have even put it on a tossed salad as the salad dressing and it was great.  it may take a little time to make, but it is worth it.",30,1
156275,junior s white meat chicken salad,"['to cook the chicken: fill a large saucepan half full with water', 'add a few celery leaves , if you wish , plus the salt and white pepper , and bring to a boil over high heat', 'slide in the chicken breasts , reduce the heat to medium-low , and simmer until the chicken turns opaque and the juices are no longer pink , about 8 minutes', 'transfer the chicken to a colander with a slotted spoon , and rinse with cold water', 'pat the chicken dry with paper towels and cut into 3 / 4-inch chunks', 'place the chicken chunks into a medium-sized bowl and sprinkle with the lemon juice and toss well', 'add the diced celery and dill and toss again', 'mix all the ingredients for the dressing in a small bowl', 'spoon the dressing over the chicken mixture and stir until all of the chicken and celery are coated']","whenever in nyc, i always try to cross the bridge to brooklyn and eat at junior's on the corner of flatbush and dekalb. i was fortunate to come across this recipe for their chicken salad. it's great for making sandwiches on thick slices of white or challah bread, or simply serve as a salad on curly lettuce leaves. p.s. you haven't lived until you've tried junior's cheesecake, the best in the world.",30,1
306834,kittencal s greek chicken marinade,"['in a medium bowl whisk all ingredients until well blended', 'pour over chicken and refrigerate for 6 hours']","this make a wonderful marinade for chicken, plan ahead the chicken needs to marinade for 6 hours, no more than the stated time or the vinegar will start to ""cook"" the chicken --- use only honey or pure maple syrup this is what contributes to tenderizing the chicken, sugar will not have the same effect.",3,1
33190,shrimp curry shell salad,"['mix curry powder and mayo set aside', 'mix remaining ingredients and toss with dressing', 'chill for at least 2 hours', 'i like to reserve about 1 / 4 cup of the shimp and top the salad']",the ingredients sound a bit strange but the flavor and presentation is wonderful. lots of color and very easy to prepare.,35,1
188327,homemade french fries,"['peel potatoes', 'boil in salted water for about 15 minutes just until potatoes are cooked on outside but still stiff', 'drain on paper towels', 'cut into slices with serated knife', 'deep fry in hot oil until brown and crispy', 'drain on paper towels', 'add salt']",i was expierementing in the kitchen and came up with this..,15,1
119,carrot   tahini sandwich,"['in small bowl , combine all ingredients', 'use as sandwich filling or spread']","ok, so this is not terribly weird, but most people look at me weird when i tell  them about it. it's yummy! (i  have found that this mixture is best eaten right away as the tahini tends to get sticky like natural peanut butter.) ",15,1
295534,weight watchers lasagna,"['saute turkey with feneel seeds , salt & pepper', 'add onion and continue to saute until tender', 'add garlic and tomato paste', 'saute for 3-5 minutes', 'add crushed tomatoes and torn basil', 'slice eggplant and place on baking sheet sprayed with olive oil', 'spray top of eggplant and season with salt & pepper', 'bake eggplant at 400 degrees for 10-15 minutes or until tender crisp', 'mix cottage cheese , parmesan cheese , egg beaters , carrot , zucchini , splnach , garlic salt and nutmeg together', 'build lasagna', 'put a thin layer of sauce on the bottom of the lasagna pan', 'place 4 lasagna noodles over sauce', 'top with 1 / 3 of sauce', 'top with 1 / 2 cheese mixture', 'top with eggplant ""noodles""', 'top with 1 / 3 sauce', 'top with the rest of the cheese mixture', 'place remaining 4 lasagna noodles', 'top noodles with remaining sauce', 'cover all with italian cheese blend', 'bake covered with foil at 350 for 1 hour', 'uncover for last 15 minutes to brown cheese']",my version of italian comfort food.,90,1
22699,golden grilled chicken,"['grill the chicken pieces over med heat for 15 minutes per side', 'mix the sauce ingredients in a bowl', 'brush over chicken', 'grill for 5 minutes', 'turn , baste and grill 5 more minutes', 'continue grilling and basting until chicken is done']","moist, juicy, chicken you will love.",52,1
423710,stampot van boerenkool met worst  kale with potatoes and sausage,"['drop kale into enough boiling , lightly salted water to cover completely', 'reduce heat to medium and cook uncovered for 30 minutes', 'add potatoes and cook for 30 minutes longer , or until kale is tender', 'potatoes should still be intact', 'remove potatoes with slotted spoon and set aside', 'drain kale in a colander , pressing firmly to remove excess liquid', 'chop coarsely', 'heat milk and lard in a heavy 2- to 3-quart saucepan over medium heat , stirring frequently , until lard is melted and small bubbles appear around the edge of the pan', 'stir in kale , potatoes , and salt', 'reduce heat to low , cover tightly , and simmer for about 20 minutes', 'meanwhile , prick sausage in several places', 'lay flat in a skillet and add enough cold water to cover completely', 'bring to a boil over moderate heat', 'reduce heat to low and simmer 10 minutes', 'drain sausage on paper towels', 'split sausage casing with a sharp knife and remove it', 'slice sausage into 1 / 4"" thick pieces', 'to serve , mound the kale and potatoes in the middle of a large deep platter and arrange the sausage around the rim']",adapted from time/life foods of the world.  posted for zwt6.,95,1
25996,mexican stuffed beef fillets,"['heat a skillet and cook the onions , peppers and garlic in the tbsp of oil until tender but not brown', 'remove from heat and stir in the cheese and breadcrumbs', 'while the stuffing is cooking cut a slit in each steak about 3"" long and 1 1 / 2- 2"" deep', 'season the pockets with salt and pepper', 'put about 2 tbsp in each steak pocket and secure with wooden toothpicks', 'cover the steaks and chill', 'you may now bbq them or broil', 'to bbq have the heat medium / high', 'spray the grill with oil and cook uncovered for 5 minutes , flip and continue cooking until they reach desired doneness', 'check after 5 minutes with a meat thermometer: med-rare 145f , med 160f , and well done 175f', 'slide the thermometer into the middle on the top piece of steak from the side towards the middle of the steak', 'to broil place steaks 3-4"" from heat turning once allowing approx 10 minutes total time']","serve these with whole mushrooms, fried in butter, green salad and baked potatoes.  great!",30,1
412507,spice rubbed steaks,"['to toast cumin seeds , place them in a heavy saucepan , over medium heat , cook 1 or 2 minutes until fragrant', 'slightly crush toasted cumin seeds', 'in a small bowl combine with brown sugar , cinnamon , oregano , salt , cayenne , and garlic powder', 'trim fat from steaks', 'rub both sides with spice mixture', 'coat grill with nonstick cooking spray', 'preheat grill for medium direct heat', 'grill steaks to desired doneness , 11 to 15 minutes , turning once for medium rare , 14 to 18 minutes for well done']",dry rub for steaks.,20,1
105840,southern spiced tea,"['add boiling water to tea , steep 5 minutes', 'strain', 'make a syrup by boiling the sugar , cloves and water', 'add this syrup and fruit juices to the tea', 'serve hot or cold']","this is my mother's recipe, originally from the 1800's, modern conversions are in parentheses. i grew up drinking it in the winter but like it year round, even iced. i suggest letting the flavors in the tea blend before you serve it, the cloves will become more pronounced. no offense to you powdered spiced tea people, but this is the real thing!",15,1
142612,thin french apple tart,"['preheat oven to 425', 'place dough on a lighlty floured surface', 'roll into a 12 circle', 'place on a 12 inch pizza pan', 'combine sugar and cinnamon', 'sprinkle 1 t sugar mixture over dough', 'arrange apple slices spokelike on top of dough , working from outside edge of dough to the center', 'sprinkle apple slices with remaining sugar mixture', 'bake at 425 for 30 minutes', 'combine honey and vanilla in a microwave-safe bowl', 'microwave at high 40 seconds', 'brush honey mixture over warm tart', 'serve warm']",this is from cooking light.,40,1
99676,sour cream   dill chicken,"['lightly spray a 9x13 baking dish with pam cooking spray', 'place chicken in a single layer in baking dish', 'sprinkle with pepper', 'combine cream soup , soup mix , sour cream , lemon juice and dill weed', 'pour over chicken', 'sprinkle with paprika', 'bake , uncovered , at 350f for 1 hour or until chicken is tender']","i believe i got this recipe from taste of home. it was submitted by rebekah brown. chicken came out very moist and tender, and sauce is delicious.",90,1
281901,light italian feta omelet,"['spray a large nonstick skillet with cooking spray and heat over medium-low heat', 'add the egg substitute and cook over medium-low heat', 'gently lift cooked edges and tilt the skillet to allow liquid egg substtute to flow under the cooked portion', 'continue cooking in this fashion until all the liquid portion of the egg is gone', 'gently flip the cooked egg with a wide spatulat', 'place the basil , diced tomatoes and feta cheese over half of the omelet', 'fold omelet over and heat through']","i was in the mood for an omelet (love omelets!) and also wanted to use up some ingredients that i had on hand.  i came up with this yummy omelet that has the delicious flavors of eggs, tomatoes, basil and feta cheese.  measurements are an approximation...you can use more or less to your liking.",15,1
230350,polenta with marinara and meatballs,"['prepare the marinara sauce', 'in a large saucepan , heat oil over medium heat', 'add onions and garlic , sauting until onions soften and garlic browns , about 5 minutes', 'stir in tomatoes , white wine , and butter', 'add meatballs to pot , and season with salt and pepper', 'stir in parsley and basil', 'simmer for 1 hour', 'meanwhile , in a 20-quart stockpot , bring 12 quarts water to a boil', 'add salt', 'slowly add cornmeal a handful at a time , stirring constantly with a large wooden stick or spoon to prevent lumps', 'cook until polenta has thickened and just begins to cling to the stick , about 45 minutes', 'remove from heat', 'on a large clean wooden table or counter , carefully pour out polenta , rolling it out with the stick to smooth', 'polenta should be about 1 1 / 2-inch thick', 'pour marinara sauce and meatballs over polenta', 'sprinkle evenly with cheese', 'serve immediately']",saw this on the martha stewart show and it looked yummy - and so much fun! haven't actually tried it myself but it seems to be one of those sunday dishes that you need a lot of time to prepare so will set aside a day to try it - eating right off of the table will be a novelty!,115,1
286967,swedish cinnamon twists,"['boil buttermilk until curdled', 'cut up 1 / 2 cup butter and add to buttermilk', 'stir to melt butter', 'add baking soda', 'set aside to cool', 'in large mixing bowl - mix yeast , 1 tbsp sugar and water', 'let rest 10 minutes', 'add buttermilk and eggs', 'blend in remaining sugar , salt and dry milk', 'add flour and mix well', 'add up to 1 cup more flour to make a soft , but not sticky dough', 'let rise to double , about 1 hour', 'combine filling ingredients', 'set aside', 'melt remaining 1 / 2 cup butter', 'roll all the dough out into a rectangle and brush with melted butter', 'spread filling on half of the dough', 'fold the uncovered half over the filling and seal edges', 'cut into strips , twist two times and place on greased cookie sheets', 'let rise until double', 'bake at 375 degrees for 10-12 minutes', 'while rolls are baking - mix glaze ingredients', 'top warm rolls with glaze']",this recipe was given to us by a neighor while we were living at brigham young university.  donuts don't get any better than this!  this is time cosuming - however - the end result is worth the wait.,180,1
366550,blueberry  cheese danishes,"['preheat oven to 375 degrees f', 'unroll dough into four rectangles , pressing perforations to seal', 'combine cream cheese and sugar', 'spread onto dough within', '5 inches of edges', 'top with berries', 'bring opposite corners together to meet in middle', 'press to seal', 'place on ungreased baking sheet', 'bake 11-13 minutes']","i got this recepie from my sister and it is just so versatile. we loved these danishes and they were so easy to make. you can also substitute the blueberries for any other berry of course ( we love it with a mixed blend- rasberries, blackberries, blueberries, etc.)",18,1
17857,cheddar cheese crust,"['in a large bowl mix together the flour , cheddar and salt', 'cut in shortening until pea size', 'stir in ice water 1 t', 'at a time until the dough just holds together', 'roll out on a floured board to desired thickness']",this is a great crust for a chilli pie to an apple pie-the sky's the limit!,10,1
346900,ultimate chicken tikka masala,"['place the chicken in a bowl with the yoghurt & tandoori paste and stir', 'marinate for at least 15 minutes , or covered in the overnight in the fridge', 'preheat the grill to high', 'take the chicken out of the marinade and spread over a baking sheet', 'grill for 6 minutes each side until lightly charred', 'melt the butter in a casserole dish or large frying pan over a low heat and soften the onions for 10 minutes , stirring occasionally until just golden', 'stir in the garlic , ginger , bay leaves , salt and all the spices', 'cook for 1-2 minutes until the spices release their aroma', 'stir in the passata , reserved yoghurt marinade and the water', 'simmer very gently fro 5 minutes until the sauce thickens until sauce thickens , adding extra water should it get to thick', 'stir in the cooked chicken', 'serve with basmati rice or naan bread']","no curry night would be complete without this classic.  
if you cant find tandoori paste then mic together 1 tbsp of tomato puree with 3 tbsp garam masala.",50,1
112246,amy s beer   ranch cheese ball,"['reserve one cup of cheese', 'in a medium bowl , combine remaining ingredients', 'push mixture together in the center of the bowl , making a ball shape , cover bowl , and refrigerate 2 hours or longer', 'place a large strip of plastic wrap on the counter top', 'sprinkle remaining cup of cheese over the center of the plastic wrap', 'place cream cheese mixture in the center of the shredded cheese , and use plastic wrap to mold into a ball', 'roll the ball to completely cover in shredded cheese', 'wrap the formed cheese ball in plastic wrap and refrigerate one hour or until serving', 'serve with hearty crackers such as wheat thins or triscuits']","i came across a recipe for ""beer dip"" a few years ago that i tweaked to turn into this wonderful cheese ball. it has since become my standard cheese ball, requested at family functions. it's rolled in cheddar cheese, because that's my family's preference-- i'm sure it could be rolled in chipped beef or nuts if you prefer. cooking time includes time to chill and form the cheese ball.",195,1
74347,braised chicken with mushrooms and sun dried tomatoes,"['heat oil in a skillet over medium high heat', 'pat chicken dry , season with salt and pepper and brown on both sides', 'set aside', 'reduce heat to medium-low', 'add onion , garlic , basil and red pepper flakes and saute , stirring , until onion is softened', 'add mushrooms and salt and pepper and continue cooking and stirring over medium heat until mushrooms are softened', 'whisk in the wine , broth , tomato paste', 'add chicken and bring to a boil', 'reduce heat to a simmer and cook , covered , for 8-12 minutes until cooked through', 'remove chicken and keep warm', 'knead butter and flour together and add to skillet , stirring until incorporated and smooth', 'add sun-dried tomatoes and simmer , stirring , 2-3 minutes until thickened', 'stir in parsley and pour sauce over chicken', 'serve immediately']",quick and easy to make and results in a luscious sauce that's terrific over the chicken and fettuccine. romantic dinner and dinner party worthy in 30 minutes.,30,1
286586,cheesy carrot and rice casserole,"['beat the egg', 'mix egg with carrots , rice , onion , salt and pepper', 'mix in 1 cup of chedder cheese with other ingredients', 'pour into a greased casserole dish', 'dot the top with the butter', 'bake in a 375 degree oven for 35 minutes', 'remove from oven and sprinkle the rest of the cheese over the top and cover with foil long enough for cheese to melt', 'prep time includes cookin rice and carrots']",a nice compliment to your main dish.,80,1
313178,healthy baked oatmeal,"['preheat oven to 350f', 'combine dry ingredients', 'in another bowl combine wet ingredients', 'add dry ingredients and mix well', 'pour into sprayed 9x9 pan', 'bake in oven for 60 min or until center is set and firm to the touch', 'enjoy ! :o) i sure do !']",so good! and good for you too!,70,1
223953,strawberry banana dessert,"['layer banana slices and cake cubes in a 13x9x2 dish coated with non-stick cooking spray', 'place strawberries over cake and press down gently', 'in a bowl , dissolve gelatin in boiling water', 'stir in cold water', 'pour over srawberries', 'refrigerate for 3 hours or until set', 'top with whipped topping']",perfect for a hot summer day...light and fruity!  from 2002 tast of home annual recipe cookbook.,225,1
195441,crispy barbecue onions,"['mix all of the dry ingredients together', 'dip onion rings in milk , then toss in seasoned flour , separating rings', 'deep fry in 365f oil until crispy and just turning dark brown', 'drain well on paper towels', 'makes 16 servings', 'this is good served with steak , beans and barbecue sauce']","this is from cooking with onions, favorite onion recipes! great with steak and baked beans.",15,1
216470,martha washington pie,"['combine corn syrup , sugar and margarine in 2 quart saucepan', 'cook over low heat , stirring occasionally until mixture begins to bubble', 'remove from heat', 'add cocoa krispies', 'stir until well coated', 'press mixture evenly and firmly around sides and in bottom of buttered 9 inch pie pan to form crust', 'chill', 'place cream cheese in mixing bowl', 'beat until fluffy', 'gradually add sweetened condensed milk', 'mix thoroughly', 'stir in lemon juice and vanilla', 'pour into chilled pie crust', 'refrigerate 1 hour', 'spread cherry pie filling evenly over cream cheese filling', 'return to refrigerator about 1 hour or until thoroughly chilled', 'cut into wedges to serve']",this was first introduced to my son by his girlfriend elizabeth on their first dinner date. my son tj made the spaghetti dinner and elizabeth made the pie. i had a piece of this pie the next day and it is wonderful. i hope you enjoy this as much as my son and i have.,140,1
272722,a salad of seared scallops  mango salsa and tortilla strips,"['for the scallops: combine ancho , cumin , salt and pepper in a medium shallow bowl', 'heat oil in a large saut pan until smoking', 'dredge 1 side of each scallop in the spice mixture', 'place the scallops in the heated pan , chile side down and cook for 20 seconds', 'reduce the heat low , turn the scallops and cook for 2 to 3 minutes more', 'remove from pan and reserve', 'for the tortilla strips: heat oil to 375 degrees f', 'fry the tortilla strips in batches', 'remove to a plate lined with paper towels and season with salt', 'for the vinaigrette: combine juices , basil and onion in a blender and blend until smooth', 'with the motor running , slowly add the olive oil until emulsified', 'season with salt and pepper to taste', 'for the salsa: mix all ingredients into a small bowl', 'assembly: place mixed greens in a large bowl , drizzle with a few tablespoons of the vinaigrette and season with salt and pepper , to taste', 'place the greens on a large platter', 'arrange the scallops around the platter', 'mound the mango salsa and then the fried tortillas in the center of the plate', 'drizzle everything with more of the vinaigrette and serve']",this is a very elegant dish for a luncheon or reserved for special company.,30,1
477504,thick  creamy arabic almond milk,"['bring the milk to a boil over low heat', 'add sugar , ground almonds , and rice flour', 'cook for 10 minutes , stirring constantly', 'add the cardamom , stir', 'strain into individual cups', 'sprinkle ground ginger over each cup', 'drink hot']",yummy middle eastern flavoured hot drink. from http://www.greenprophet.com,16,1
181109,chocolate fondue for the microwave,"['take a microwave safe dish or even pyrex measuring cup large enough to hold the fondue ingredients and heat on high for 30 seceonds at a time checking to see if melted my mixing with a spoon each time', 'you can put the blend in a decorative bowl', 'put the dippers out with plates and wooden skewers and enjoy immediately']",got evaporated milk?  got chocolate chips? you're so there!  it's easy and fun. i had this recently with my family and the kids loved it. the chocolate doesn't harden the way the chocolate would if the evaporated milk wasn't used.,2,1
171838,ice cream tacos,"['warm the waffles as directed on the package , but not to the point of being toasted , they still need to be pliable', 'while warm , gently fold each waffle in half to resemble a taco', 'place in a 11x7 pan , 4 by 2 across so they can hold their shape', 'in a large bowl fold marshmallows into the ice cream', 'spoon ice cream into the taco shells', 'drizzle fudge and caramel over the top of each', 'cover and freeze until firm', 'to serve , dollop on the whipped topping to look like sour cream , sprinkle on the coconut to look like lettuce and top with the cherry halves to look like tomatoes', 'for a more traditional mexican type for adults , try this with cinnamon ice cream with caramel topping or chocolate ice cream sprinkled with cinnamon']","i think that this was a mr. food recipe but now with variations...this is fun, esp after a mexican meal! its another one of those that you are only limited to the combinations by what you can think of to do with it!! enjoy! (allow time to freeze to desired firmness)",10,1
